status_id,status_text,status_datetime,username
1483726728078200832,"ข่าวปลอม อย่าแชร์! ❌ รับประทานยาแอสไพรินต่อเนื่อง ช่วยรักษาโควิด-19 ด้วยตนเอง

อ่านเพิ่มเติมที่ https://t.co/7Ds0UPN6xp

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #แอสไพริน #โควิด19 #รกษาโควิด #covid https://t.co/5yuA2GdVYM",2022-01-19 09:03:12+00:00,AFNCThailand
1482933197071552515,"ข่าวบิดเบือน เชื้อโควิด-19 สายพันธุ์โอมิครอนไม่โจมตีปอด ทำให้อาการเจ็บป่วยไม่รุนแรง

อ่านเพิ่มเติมที่ https://t.co/80WmwYpq9l

#ข่าวบิดเบือน #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด #โอมิครอน #ปอด #อาการ https://t.co/B7Amu7Wqyo",2022-01-17 04:30:00+00:00,AFNCThailand
1481846033953001472,"ข่าวปลอม อย่าแชร์! ❌ แผ่น Virus Shut Out ช่วยฆ่าเชื้อโรค และเชื้อไวรัสได้ถึง 99.99%

อ่านเพิ่มเติมที่ https://t.co/wcqLWRk2lC

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ฆ่าเชื้อโรค #ไวรัส #โควิด #ฆ่าเชื่อไวรัส https://t.co/LfoT7PjOQ7",2022-01-14 04:30:00+00:00,AFNCThailand
1481572812850864128,"ข่าวปลอม อย่าแชร์! ❌อ.บางละมุงไม่สามารถควบคุมการแพร่ระบาดโควิด-19 สายพันธุ์โอไมครอนได้ และรพ.ไม่รองรับ

อ่านเพิ่มเติมที่ https://t.co/pzGcRQG9os

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โอไมครอน #โอมิครอน #โควิด #ชลบุรี https://t.co/hxMeOtb1Ve",2022-01-13 10:24:19+00:00,AFNCThailand
1480441779665223686,"ข่าวปลอม อย่าแชร์! ❌ วัคซีนโควิด 19 มีสารกัมมันตภาพรังสีและนาโน พาทิเคิล เป็นอันตรายต่อมนุษย์

อ่านเพิ่มเติมที่ https://t.co/eVAohRsGUf

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด #วัคซีน #อันตราย #สุขภาพ #ร่างกาย #สารเคมี https://t.co/g6oz42ID1L",2022-01-10 07:30:00+00:00,AFNCThailand
1479793319756505088,"ข่าวปลอม อย่าแชร์! ❌ นายกฯ สั่ง ล็อกดาวน์ 5 จังหวัด มีความเสี่ยงสูง

อ่านเพิ่มเติมที่ https://t.co/wdvES5zaQm

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ล็อกดาวน์ #โควิด #โอมิครอน https://t.co/8QGIucLPL0",2022-01-08 12:33:15+00:00,AFNCThailand
1479029981871316992,"ข่าวปลอม อย่าแชร์! ❌ จังหวัดชลบุรี ประกาศล็อกดาวน์

อ่านเพิ่มเติมที่ https://t.co/8KbpKCuh2I

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ชลบุรี #ล็อคดาวน์ #มาตรการ #โควิด19 https://t.co/w6leVeqoRr",2022-01-06 10:00:01+00:00,AFNCThailand
1478946930344353792,"ข่าวปลอม อย่าแชร์! ❌ หน้ากากอนามัยแบบผ้าไม่สามารถป้องกันโควิดสายพันธุ์โอไมครอนได้

อ่านเพิ่มเติมที่ https://t.co/sVmfqTdDZr

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด19 #โอไมครอน #โอมิครอน #หน้ากากผ้า #หน้ากากอนามัย https://t.co/jDUMbHBvQo",2022-01-06 04:30:00+00:00,AFNCThailand
1478644940624252929,"ข่าวปลอม อย่าแชร์! ❌ สูดดมไอน้ำจากหม้อต้มสมุนไพร ช่วยฆ่าเชื้อโควิด-19

อ่านเพิ่มเติมที่ https://t.co/mILcnyyFNI 

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ไอน้ำ #สมุนไพร #โควิด #โอมิครอน https://t.co/ZKn4eCvH1k",2022-01-05 08:30:00+00:00,AFNCThailand
1478584541765898243,"ข่าวปลอม อย่าแชร์! ❌ จันทบุรีท้องเสียพร้อมกันทั้งจังหวัด ผลจากวัคซีนป้องกันโควิด-19

อ่านเพิ่มเติมที่ https://t.co/KL3MIXd2fl

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #จันทบุรี #ท้องเสีย #วัคซีน #โควิด https://t.co/NYqRGrYERD",2022-01-05 04:30:00+00:00,AFNCThailand
1478290109740969984,"ข่าวปลอม อย่าแชร์! ❌ พนักงานติดโควิด-19 แล้วต้องกักตัว 14 วัน บริษัทมีสิทธิ์ไม่จ่ายเงินเดือน

อ่านเพิ่มเติมที่ https://t.co/ZrDVXAKrwm

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #พนักงาน #ลูกจ้าง #โควิด #เงินเดือน #บริษัท #เจ้านาย https://t.co/EE5nn99l28",2022-01-04 09:00:02+00:00,AFNCThailand
1477927717244915716,"ข่าวปลอม อย่าแชร์! ❌ กองประชาสัมพันธ์กทม. อัปเดตสถานที่เสี่ยงโควิด 19 จำนวน 36 สถานที่

อ่านเพิ่มเติมที่ https://t.co/3cn3izpQkv

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด #สถานที่ #กรุงเทพ #ข้อมูล https://t.co/vJUzdNS3mw",2022-01-03 09:00:01+00:00,AFNCThailand
1477542676660568068,"ข่าวปลอม อย่าแชร์! ❌ ทานเนื้อวัว นมวัว เป็นประจำทำให้เลือดเป็นกรด เสี่ยงติดเชื้อโควิดได้ง่าย

อ่านเพิ่มเติมที่ https://t.co/My0cUsNlfT

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #เนื้อวัว #นมวัว #เลือด #กรด #โควิด https://t.co/8IMSGWhkgb",2022-01-02 07:30:00+00:00,AFNCThailand
1476047827805655040,"ข่าวปลอม อย่าแชร์! ❌ หลังฉีดวัคซีนโควิด 19 ห้ามทำฟัน ห้ามฉีดยาชา

อ่านเพิ่มเติมที่ https://t.co/yQsfNltK43

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #วัคซีน #ยาชา #ทำฟัน #ทันตกรรม https://t.co/5mh3iFMTEm",2021-12-29 04:30:00+00:00,AFNCThailand
1475685439327682560,"ข่าวปลอม อย่าแชร์! ❌ คลื่นสัญญาณจากโทรศัพท์ 5G เป็นตัวกระตุ้นวัคซีนโควิด 19 ให้ทำอันตรายต่อร่างกาย

อ่านเพิ่มเติมที่ https://t.co/O0H5vhrOwA

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #คลื่นสัญญาณ #โทรศัพท์ #5G #DNA https://t.co/lwhKfMUuTh",2021-12-28 04:30:00+00:00,AFNCThailand
1474998412902690818,"นายกฯ สั่งปิดรับนักท่องเที่ยว พร้อมยกเลิกมาตรการเข้าประเทศแบบ Test&amp;Go มีผลถึง 4 ม.ค. 65 จริงหรือ?

อ่านเพิ่มเติมได้ที่ https://t.co/PgkF5hUDcm

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #นักท่องเที่ยว #การเดินทางเข้าประเทศ #ตรวจเชื้อ #โควิด19 https://t.co/3sspbHkoDW",2021-12-26 07:00:00+00:00,AFNCThailand
1474598278679306241,"ข่าวปลอม อย่าแชร์! ❌ การทดสอบ PCR เป็นการสร้างความเสียหายต่อสมอง

อ่านเพิ่มเติมได้ที่ https://t.co/00ZkAGmTcA

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #PCR #swab #ตรวจเชื้อ #สมอง #โควิด19 https://t.co/V4aNXnM9Ve",2021-12-25 04:30:01+00:00,AFNCThailand
1473556411988668416,"ข่าวปลอม อย่าแชร์! ❌ ชุดตรวจ ATK แบบอม เป็นผลิตภัณฑ์ที่ได้รับอนุญาตจาก อย. แล้ว

อ่านเพิ่มเติมที่ https://t.co/tqVQlTyQiT

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ตรวจโควิด #ATK #ชุดตรวจแบบอม #น้ำลาย #โควิด https://t.co/hxFtwBRaw9",2021-12-22 07:30:00+00:00,AFNCThailand
1472831635410333699,"ศูนย์ฉีดวัคซีนโควิด-19 กทม. หยุดให้บริการช่วงเทศกาลปีใหม่ 29 ธ.ค. 64 - 4 ม.ค. 65 จริงหรือ?

อ่านเพิ่มเติมที่ https://t.co/YAD0j71Ev1

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #วัคซีน #กรุงเทพ #อาคารกีฬา #ปีใหม่ https://t.co/xsI257Xppi",2021-12-20 07:30:00+00:00,AFNCThailand
1472424128774696968,"ข่าวบิดเบือน กระทรวงแรงงานอนุมัติเงินเยียวยาสำหรับผู้ตกงานช่วงโควิด 19 สูงสุด 100 เท่า

อ่านเพิ่มเติมได้ที่ https://t.co/0PQGH7RVNa

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #เงินเยียวยา #ตกงาน #โควิด19 #กองทุนสงเคราะห์ลูกจ้าง https://t.co/ho3cNQ0DWA",2021-12-19 04:30:43+00:00,AFNCThailand
1472061560675868675,"ข่าวปลอม อย่าแชร์! ❌ ผลิตภัณฑ์ฟ้าทะลายโจร ตรา TOP สามารถต้านไวรัส ช่วยป้องกันโควิด-19 ได้

อ่านเพิ่มเติมได้ที่ https://t.co/OjpKaLTpFO

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ผลิตภัณฑ์ #ฟ้าทะลายโจร #ป้องกัน #ไวรัส #โควิด19 https://t.co/fFwTd6RjDd",2021-12-18 04:30:00+00:00,AFNCThailand
1470612008772923392,"ข่าวปลอม อย่าแชร์! ❌ เอกสารรับรองการฉีดวัคซีนโควิด 19 สามารถจ้างผู้อื่นทำได้ แม้ไม่ได้ฉีดจริง

อ่านเพิ่มเติมที่ https://t.co/ehaKumqbQ0

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #เอกสาร #ใบรับรอง #วัคซีน #โควิด #รับจ้าง https://t.co/SKoKtvaAgz",2021-12-14 04:30:00+00:00,AFNCThailand
1469881129658306561,"ระวังลิงก์ปลอม! อ้างเป็นโรงพยาบาลให้กรอกข้อมูลจองวัคซีนโควิด-19 

อ่านเพิ่มเติมได้ที่ https://t.co/P7BqC2liQQ

#ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ลิงก์ปลอม #ขโมยข้อมูล #มิจฉาชีพ #เว็บปลอม https://t.co/bpuqajXqc8",2021-12-12 04:05:45+00:00,AFNCThailand
1469164916422496259,"ข่าวปลอม อย่าแชร์! ❌ ยาห้าราก และยาจันทลีลา ช่วยลดโอกาสเสียชีวิตจากโควิด-19

อ่านเพิ่มเติมที่ https://t.co/qc19VKtrjU

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ยาห้าราก #ยาจันทลีลา #โควิด19 #COVID19 #เสียชีวิต https://t.co/wc52zfyqJs",2021-12-10 04:39:46+00:00,AFNCThailand
1468120934057852930,"ข่าวปลอม อย่าแชร์! ❌ พบผู้ติดเชื้อโควิด-19 ที่ห้างบิ๊กซี ลพบุรี

อ่านเพิ่มเติมที่ https://t.co/BnaJTPmiug

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #โควิด #ห้างสรรพสินค้า #บิ๊กซี #ลพบุรี https://t.co/92QAtx2jns",2021-12-07 07:31:21+00:00,AFNCThailand
1467795960025735170,"ข่าวปลอม อย่าแชร์! ❌ ผู้ที่ทานเนื้อวัว นมวัว เป็นประจำ จะทำให้เลือดเป็นกรด เชื้อไวรัสโควิด-19 เจริญเติบโตได้ง่าย

อ่านเพิ่มเติมได้ที่ https://t.co/mBsESlP9wq

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #เนื้อวัว #นมวัว #โควิด19 #เลือดเป็นกรด https://t.co/I0c37tZDuV",2021-12-06 10:00:01+00:00,AFNCThailand
1467750656933089281,"ข่าวปลอม อย่าแชร์! ❌ น้ำยา CHEMGENE HLD4H สามารถกำจัดเชื้อโควิด-19 ได้ภายใน 1 นาที 

อ่านเพิ่มเติมได้ที่ https://t.co/S3q7xgPgDM

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ผลิตภัณฑ์ #กำจัดเชื้อ #โควิด19 #เชื้อแบคทีเรีย https://t.co/SOWethujzU",2021-12-06 07:00:00+00:00,AFNCThailand
1467350519748304897,"ข่าวปลอม อย่าแชร์! ❌ ผลิตภัณฑ์ uSmile101 ใบหม่อน มีสารออกฤทธิ์ยับยั้งโควิด-19 ได้ 100%

อ่านเพิ่มเติมได้ที่ https://t.co/iD2bZvVJ6w

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ผลิตภัณฑ์ #ใบหม่อน #ยังยั้งเชื้อโควิด #โควิด19 https://t.co/3tc9cr6kGD",2021-12-05 04:30:00+00:00,AFNCThailand
1466331313363898370,"ข่าวปลอม อย่าแชร์! ❌ เลือดของผู้ที่ฉีดวัคซีนโควิดมีสีดำคล้ำ ไม่สามารถนำไปใช้รักษาผู้ป่วยได้

อ่านเพิ่มเติมที่ https://t.co/fYZ0digokr

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #เลือด #โลหิต #วัคซีน #สีดำ #ผู้ป่วย #กาชาด https://t.co/F9BF8hZgD6",2021-12-02 09:00:02+00:00,AFNCThailand
1465198844900098050,"ผู้ที่เดินทางเข้าประเทศไทยทางอากาศจากประเทศที่กำหนด ทั้งชาวไทยและต่างชาติ ให้ตรวจหาเชื้อด้วย ATK แทน RT-PCR จริงหรือ?

อ่านเพิ่มเติมได้ที่ https://t.co/DQqajtsDlF

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ATK #ตรวจเชื้อ #โควิด19 #ชาวต่างชาติ #เดินทาง https://t.co/FVDsUwCrW0",2021-11-29 06:00:01+00:00,AFNCThailand
1464789669250359297,"ทำอย่างไรให้ห่างไกลโควิด เมื่อถึงหน่วยเลือกตั้ง

อ่านเพิ่มเติมได้ที่ https://t.co/58vu1pGhFY

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ปลอดภัย #โควิด19 #เลือกตั้ง #แพร่เชื้อ https://t.co/58ViMS1dzv",2021-11-28 02:54:06+00:00,AFNCThailand
1464534463543533570,"รพ. ราชวิถี เปิดให้ลงทะเบียนฉีดวัคซีนโควิด 19 เข็มกระตุ้น เป็นวัคซีนไฟเซอร์ จริงหรือ?

อ่านเพิ่มเติมได้ที่ https://t.co/yKcFShKN0A

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ฉีดวัคซีน #ไฟเซอร์ #Pfizer #เข็มกระตุ้น #วัคซีนเข็ม3 https://t.co/QQWV9u8dSj",2021-11-27 10:00:00+00:00,AFNCThailand
1464428777384124419,"ศูนย์ฉีดวัคซีนกลางบางซื่อ เปิดให้ประชาชนลงทะเบียนฉีดไฟเซอร์-โมเดอร์นาฟรี ผ่าน 4 เครือข่ายมือถือ จริงหรือ?

อ่านเพิ่มเติมได้ที่ https://t.co/WMGbTWaIas

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ฉีดวัคซีน #ไฟเซอร์ #โมเดอร์นา #โควิด19 https://t.co/RNHczNYHpr",2021-11-27 03:00:02+00:00,AFNCThailand
1464164528476893185,"ข่าวปลอม อย่าแชร์! ❌ จ.เชียงใหม่ พบนักศึกษา ม.เชียงใหม่ ติดเชื้อโควิด 19 จำนวนมาก ทำให้ทุกพื้นที่ของเชียงใหม่เสี่ยงหมด

อ่านเพิ่มเติมได้ที่ https://t.co/nVvBUyDyhG

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #เชียงใหม่ #พื้นที่เสี่ยง #ผู้ติดเชื้อ #โควิด19 https://t.co/Y0BxMKkUos",2021-11-26 09:30:01+00:00,AFNCThailand
1464119227149922326,"ครม. อนุมัติซื้อวัคซีนไฟเซอร์ เพิ่ม 30 ล้านโดส ส่งมอบไตรมาส 1-3 ปี 2565 จริงหรือ?

อ่านเพิ่มเติมได้ที่ https://t.co/PlgxFeb6ii

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ซื้อวัคซีน #ไฟเซอร์ #Pfizer #โควิด19 https://t.co/gygNTwhUfr",2021-11-26 06:30:00+00:00,AFNCThailand
1463802139512172544,"ข่าวบิดเบือน ตลาดกิมหยง พบแม่ค้าพ่อค้า ติดเชื้อโควิด-19 ถึงร้อยละ 82 ห้ามเข้าไปในพื้นที่เด็ดขาด

อ่านเพิ่มเติมได้ที่ https://t.co/ZEcElth63N

#ข่าวบิดเบือน #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ติดโควิด #พ่อค้า #แม่ค้า #ผู้ประกอบการ #ตลาดกิมหยง https://t.co/czLP9z0Z8j",2021-11-25 09:30:00+00:00,AFNCThailand
1463726640127643657,"ข่าวปลอม อย่าแชร์! ❌ ผลิตภัณฑ์ BetaX ช่วยยับยั้งการเจริญเติบโตของไวรัสโควิด-19 ได้ 100%

อ่านเพิ่มเติมได้ที่ https://t.co/DCt2XlQleH

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #ผลิตภัณฑ์ #อาหารเสริม #ยับยั้งไวรัส #โควิด19 https://t.co/oQ3LBvTV46",2021-11-25 04:30:00+00:00,AFNCThailand
1463364253084110849,"ข่าวปลอม อย่าแชร์! ❌ ไปเลือกตั้งนายกและสมาชิกสภา อบต. วันที่ 28 พ.ย. 64 ต้องฉีดวัคซีนป้องกันโควิด-19 แล้ว

อ่านเพิ่มเติมที่ https://t.co/OEFZmhdfUy

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #เลือกตั้ง #วัคซีน #มาตรการ #อบต https://t.co/tYhnBYJTYz",2021-11-24 04:30:00+00:00,AFNCThailand
1463341607713976320,"ศูนย์ฉีดวัคซีนกลางบางซื่อ ขยายเวลาฉีดวัคซีนไฟเซอร์ เข็มที่ 1 ให้เด็กอายุ 12-18 ปี จริงหรือ?

อ่านเพิ่มเติมที่ https://t.co/T0MWZTAkjX

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #วัคซีน #โควิด19 #นักเรียน #เด็ก #ไฟเซอร์ #บางซื่อ https://t.co/G4w0irLD9t",2021-11-24 03:00:01+00:00,AFNCThailand
1462981811793895424,"โรงพยาบาลสุรินทร์ เปิด Walk-in ฉีดวัคซีนโควิด 19 แบบเลือกได้ตามความต้องการ จริงหรือ?

อ่านเพิ่มเติมที่ https://t.co/vzalsirWvT

#ข่าวจริง #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #วัคซีน #โควิด19 #สุรินทร์ #แอสตร้า #ไฟเซอร์ #บูสเตอร์ https://t.co/mGI7hE43Oj",2021-11-23 03:10:19+00:00,AFNCThailand
1462707425086255105,"ข่าวปลอม อย่าแชร์! ❌ บริษัทมีสิทธิ์ไม่จ่ายเงินเดือนพนักงานที่ติดโควิด-19 แล้วต้องกักตัว 14 วัน เพราะถือว่าขาดงาน

อ่านเพิ่มเติมที่ https://t.co/sfue0xrxBq

#ข่าวปลอม #ศูนย์ต่อต้านข่าวปลอม #AntiFakeNewsCenter #AFNCThailand #บริษัท #โควิด #กักตัว #เงินเดือน #ขาดงาน #หักเงิน https://t.co/5nrusami4f",2021-11-22 09:00:00+00:00,AFNCThailand
