status_id,status_text,status_datetime,username
1477952879684161539,"ตำรวจยืนยัน 36 จุดเสี่ยงโควิด กทม. ส่งต่อผ่านสื่อออนไลน์เป็นข่าวปลอม ชี้ข้อมูลเก่าจากระบาดระลอกแรก แนะ ปชช.อย่าหลงเชื่อหรือส่งต่อ

https://t.co/bdyxcGhiW9

#ทีมข่าวออนไลน์ช่อง8
#ข่าวช่อง8 https://t.co/YJsnr28Dth",2022-01-03 10:40:00+00:00,thaich8news
1485828363772215299,"นายกฯ มีความห่วงใยประชาชน โดยเฉพาะช่วง #โควิด19 ระบาด ที่ทุกคนได้รับความเดือดร้อนอยู่แล้ว แต่ยังมีบางกลุ่มพยายามสร้างข่าวปลอมรายวัน มุ่งสร้างความเข้าใจผิดในประเด็นต่างๆ 

#ข่าวการเมือง #ไทยรัฐออนไลน์ 
https://t.co/5DU1cN6AOk",2022-01-25 04:14:21+00:00,Thairath_News
1482244593878188032,"ข่าวปลอม อย่าแชร์! กินน้ำใบกะเพรา ช่วยล้างสารพิษจากวัคซีนได้ https://t.co/hsQwDcLX9l

#ข่าวปลอม #วัคซีนโควิด #โอมิครอน #โอไมครอน #โควิด19 #โควิดวันนี้ #COVID_19 #โควิด #COVID19 #TNN #TNNThailand #TNNช่อง16 #TNNONLINE",2022-01-15 06:53:44+00:00,tnnthailand
1481976599356805120,"คลังชี้แจงลงทะเบียน ""คนละครึ่ง เฟส 4"" 16 ม.ค.65 ไม่เป็นความจริง!
https://t.co/mV0rT3fAsY

#คนละครึ่ง #คนละครึ่งเฟส4 #โควิด19 #โควิดวันนี้ #COVID_19 #โควิด #COVID19 #TNN #TNNThailand #TNNช่อง16 #TNNONLINE",2022-01-14 13:08:49+00:00,tnnthailand
1478212165160947715,"ข่าวปลอม อย่าแชร์! 36 สถานที่เสี่ยงโควิดในพื้นที่กทม.

https://t.co/iSt83yOYZW

#วัคซีนโควิด #โอมิครอน #โอไมครอน #Omicron #โควิด19 #โควิดวันนี้ #COVID_19 #โควิด #COVID19 #TNN #TNNThailand #TNNช่อง16 #TNNONLINE",2022-01-04 03:50:18+00:00,tnnthailand
1485776703255609344,"โฆษกรัฐบาลเผย นายกฯ ห่วงเฟคนิวส์โควิด-19 พุ่ง สร้างความสับสนให้ประชาชน ดีอีเอสเดินหน้าตรวจสอบรายวัน แก้ไขปัญหาจริงจัง เตือนประชาชน เลือกเชื่อ เลือกแชร์ และร่วมแจ้งเบาะแสข่าวปลอม
.
อ่านต่อ : https://t.co/7GTvNiTtgn

#Ch3ThailandNews
#Ch3Plus
#ข่าวช่อง3 https://t.co/HnYFl523ph",2022-01-25 00:49:05+00:00,Ch3ThailandNews
1482296621459439620,"#แฟลชนิวส์ 17.10 น. (15 ม.ค. 65)

- ลำปางคลัสเตอร์สถานบันเทิงพุ่ง พบติดโควิดแล้วกว่า 140 ราย
- สาวเมาลอดท้องช้าง ถูกเหยียบดับ
- ก.ดิจิทัลฯ พบข่าวปลอมเงินกู้-ค่าแรง คนสนใจจำนวนมาก 

#Ch3ThailandNews 
#Ch3Plus 
#ข่าวช่อง3

https://t.co/Fcf17Pgdle",2022-01-15 10:20:28+00:00,Ch3ThailandNews
1478286924510945282,"นายกฯ โต้โซเชียลกุข่าวติดโควิด-19 ไม่เป็นความจริง ชี้ยังแข็งแรง พร้อมทำงานให้ประชาชนเต็มที่
.
อ่านข่าว https://t.co/dp2vWu2EQJ
.
#ข่าวการเมือง #ข่าวช่อง3 #Ch3plus #Ch3ThailandNews https://t.co/HZ4VyJgx7j",2022-01-04 08:47:22+00:00,Ch3ThailandNews
1475463979896086532,"#แฟลชนิวส์ เวลา 20.28 น. (27 ธ.ค.64)

- พบ 2 ปี มีผู้โพสต์ข่าวปลอมมากกว่า 1 ล้านคน
- รถหกล้อบรรทุกฟางไฟลุกไหม้วอดทั้งคัน
- อิสราเอลฉีดวัคซีนโควิดเข็มที่ 4 ให้บุคลากรทางการแพทย์

#Ch3ThailandNews 
#Ch3Plus 
#ข่าวช่อง3

https://t.co/2qEz8maivF",2021-12-27 13:50:00+00:00,Ch3ThailandNews
1485918186721931264,"เตือน ""ไทยรู้สู้โควิด"" กลุ่มปลอม ขายประกัน ชักชวนคนเล่นการพนัน #มิจฉาชีพ #ศูนย์ต่อต้านข่าวปลอม #ข่าวปลอม #ไทยรู้สู้โควิด #หน่วยงานราชการ
https://t.co/LBk8reB2km",2022-01-25 10:11:17+00:00,nnanews
